tconst,stars,n,date
tt0332280,4,8927,2023-02-14
tt0332280,5,19586,2023-02-14
tt0332280,6,44372,2023-02-14
tt0332280,7,100157,2023-02-14
tt0332280,8,151814,2023-02-14
tt0332280,9,102699,2023-02-14
tt0332280,10,136781,2023-02-14
tt0332375,1,1148,2023-02-14
tt0332375,2,563,2023-02-14
tt0332375,3,782,2023-02-14
tt0332375,4,1652,2023-02-14
tt0332375,5,3753,2023-02-14
tt0332375,6,7782,2023-02-14
tt0332375,7,12290,2023-02-14
tt0332375,8,9114,2023-02-14
tt0332375,9,4461,2023-02-14
tt0332375,10,5776,2023-02-14
tt0332379,1,2133,2023-02-14
tt0332379,2,1670,2023-02-14
tt0332379,3,2936,2023-02-14
tt0332379,4,6109,2023-02-14
tt0332379,5,17000,2023-02-14
tt0332379,6,46876,2023-02-14
tt0332379,7,98432,2023-02-14
tt0332379,8,77585,2023-02-14
tt0332379,9,30114,2023-02-14
tt0332379,10,28738,2023-02-14
tt0332452,1,5473,2023-02-14
tt0332452,2,3505,2023-02-14
tt0332452,3,6375,2023-02-14
tt0332452,4,12299,2023-02-14
tt0332452,5,28525,2023-02-14
tt0332452,6,70514,2023-02-14
tt0332452,7,149268,2023-02-14
tt0332452,8,140192,2023-02-14
tt0332452,9,65035,2023-02-14
tt0332452,10,60434,2023-02-14
tt0333766,1,3619,2023-02-14
tt0333766,2,1568,2023-02-14
tt0333766,3,2379,2023-02-14
tt0333766,4,4052,2023-02-14
tt0333766,5,9689,2023-02-14
tt0333766,6,22413,2023-02-14
tt0333766,7,46331,2023-02-14
tt0333766,8,54189,2023-02-14
tt0333766,9,33991,2023-02-14
tt0333766,10,40203,2023-02-14
tt0333780,1,4278,2023-02-14
tt0333780,2,4044,2023-02-14
tt0333780,3,6721,2023-02-14
tt0333780,4,11983,2023-02-14
tt0333780,5,15658,2023-02-14
tt0333780,6,11718,2023-02-14
tt0333780,7,6695,2023-02-14
tt0333780,8,3291,2023-02-14
tt0333780,9,1255,2023-02-14
tt0333780,10,3241,2023-02-14
tt0335119,1,645,2023-02-14
tt0335119,2,590,2023-02-14
tt0335119,3,946,2023-02-14
tt0335119,4,2145,2023-02-14
tt0335119,5,5826,2023-02-14
tt0335119,6,14877,2023-02-14
tt0335119,7,26737,2023-02-14
tt0335119,8,16335,2023-02-14
tt0335119,9,6167,2023-02-14
tt0335119,10,5134,2023-02-14
tt0335121,1,1317,2023-02-14
tt0335121,2,1384,2023-02-14
tt0335121,3,2617,2023-02-14
tt0335121,4,4868,2023-02-14
tt0335121,5,6950,2023-02-14
tt0335121,6,4934,2023-02-14
tt0335121,7,2105,2023-02-14
tt0335121,8,865,2023-02-14
tt0335121,9,286,2023-02-14
tt0335121,10,624,2023-02-14
tt0335245,1,2223,2023-02-14
tt0335245,2,1768,2023-02-14
tt0335245,3,3232,2023-02-14
tt0335245,4,6786,2023-02-14
tt0335245,5,15034,2023-02-14
tt0335245,6,28469,2023-02-14
tt0335245,7,27448,2023-02-14
tt0335245,8,13074,2023-02-14
tt0335245,9,4077,2023-02-14
tt0335245,10,3984,2023-02-14
tt0335266,1,7655,2023-02-14
tt0335266,2,4142,2023-02-14
tt0335266,3,5577,2023-02-14
tt0335266,4,9000,2023-02-14
tt0335266,5,18562,2023-02-14
tt0335266,6,41410,2023-02-14
tt0335266,7,89058,2023-02-14
tt0335266,8,125784,2023-02-14
tt0335266,9,84163,2023-02-14
tt0335266,10,75534,2023-02-14
tt0335345,1,13364,2023-02-14
tt0335345,2,4008,2023-02-14
tt0335345,3,4937,2023-02-14
tt0335345,4,6984,2023-02-14
tt0335345,5,12928,2023-02-14
tt0335345,6,23821,2023-02-14
tt0335345,7,43981,2023-02-14
tt0335345,8,41741,2023-02-14
tt0335345,9,25567,2023-02-14
tt0335345,10,56846,2023-02-14
tt0335438,1,2146,2023-02-14
tt0335438,2,2099,2023-02-14
tt0335438,3,4089,2023-02-14
tt0335438,4,9503,2023-02-14
tt0335438,5,23302,2023-02-14
tt0335438,6,44176,2023-02-14
tt0335438,7,38131,2023-02-14
tt0335438,8,16039,2023-02-14
tt0335438,9,4575,2023-02-14
tt0335438,10,5629,2023-02-14
tt0335559,1,779,2023-02-14
tt0335559,2,718,2023-02-14
tt0335559,3,1385,2023-02-14
tt0335559,4,2782,2023-02-14
tt0335559,5,6072,2023-02-14
tt0335559,6,7440,2023-02-14
tt0335559,7,4637,2023-02-14
tt0335559,8,2150,2023-02-14
tt0335559,9,850,2023-02-14
tt0335559,10,1681,2023-02-14
tt0335563,1,438,2023-02-14
tt0335563,2,259,2023-02-14
tt0335563,3,403,2023-02-14
tt0335563,4,928,2023-02-14
tt0335563,5,2109,2023-02-14
tt0335563,6,4968,2023-02-14
tt0335563,7,6779,2023-02-14
tt0335563,8,3804,2023-02-14
tt0335563,9,1431,2023-02-14
tt0335563,10,1519,2023-02-14
tt0337103,1,367,2023-02-14
tt0337103,2,384,2023-02-14
tt0337103,3,735,2023-02-14
tt0337103,4,1616,2023-02-14
tt0337103,5,3808,2023-02-14
tt0337103,6,6392,2023-02-14
tt0337103,7,4574,2023-02-14
tt0337103,8,1896,2023-02-14
tt0337103,9,587,2023-02-14
tt0337103,10,722,2023-02-14
tt0337563,1,2529,2023-02-14
tt0337563,2,2656,2023-02-14
tt0337563,3,5049,2023-02-14
tt0337563,4,11441,2023-02-14
tt0337563,5,27288,2023-02-14
tt0337563,6,50823,2023-02-14
tt0337563,7,46215,2023-02-14
tt0337563,8,25271,2023-02-14
tt0337563,9,10311,2023-02-14
tt0337563,10,15827,2023-02-14
tt0337692,1,1433,2023-02-14
tt0337692,2,906,2023-02-14
tt0337692,3,1398,2023-02-14
tt0337692,4,2912,2023-02-14
tt0337692,5,6203,2023-02-14
tt0337692,6,10433,2023-02-14
tt0337692,7,9409,2023-02-14
tt0337692,8,4978,2023-02-14
tt0337692,9,1878,2023-02-14
tt0337692,10,2819,2023-02-14
tt0337697,1,1004,2023-02-14
tt0337697,2,862,2023-02-14
tt0337697,3,1651,2023-02-14
tt0337697,4,3217,2023-02-14
tt0337697,5,6726,2023-02-14
tt0337697,6,10115,2023-02-14
tt0337697,7,7412,2023-02-14
tt0337697,8,4011,2023-02-14
tt0337697,9,1815,2023-02-14
tt0337697,10,3272,2023-02-14
tt0337741,1,1248,2023-02-14
tt0337741,2,881,2023-02-14
tt0337741,3,1746,2023-02-14
tt0337741,4,3775,2023-02-14
tt0337741,5,10203,2023-02-14
tt0337741,6,27189,2023-02-14
tt0337741,7,40292,2023-02-14
tt0337741,8,21998,2023-02-14
tt0337741,9,8326,2023-02-14
tt0337741,10,8199,2023-02-14
tt0337876,1,1595,2023-02-14
tt0337876,2,1068,2023-02-14
tt0337876,3,1489,2023-02-14
tt0337876,4,2742,2023-02-14
tt0337876,5,5254,2023-02-14
tt0337876,6,8426,2023-02-14
tt0337876,7,7450,2023-02-14
tt0337876,8,4818,2023-02-14
tt0337876,9,2349,2023-02-14
tt0337876,10,2310,2023-02-14
tt0337909,1,245,2023-02-14
tt0337909,2,198,2023-02-14
tt0337909,3,306,2023-02-14
tt0337909,4,619,2023-02-14
tt0337909,5,2031,2023-02-14
tt0337909,6,5228,2023-02-14
tt0337909,7,9009,2023-02-14
tt0337909,8,5587,2023-02-14
tt0337909,9,1952,2023-02-14
tt0337909,10,1817,2023-02-14
tt0337921,1,1248,2023-02-14
tt0337921,2,1069,2023-02-14
tt0337921,3,1980,2023-02-14
tt0337921,4,4313,2023-02-14
tt0337921,5,10971,2023-02-14
tt0337921,6,26003,2023-02-14
tt0337921,7,31362,2023-02-14
tt0337921,8,14567,2023-02-14
tt0337921,9,4717,2023-02-14
tt0337921,10,6120,2023-02-14
tt0337978,1,4695,2023-02-14
tt0337978,2,3056,2023-02-14
tt0337978,3,5135,2023-02-14
tt0337978,4,10909,2023-02-14
tt0337978,5,25122,2023-02-14
tt0337978,6,62181,2023-02-14
tt0337978,7,119198,2023-02-14
tt0337978,8,98523,2023-02-14
tt0337978,9,41520,2023-02-14
tt0337978,10,39596,2023-02-14
tt0338013,1,11973,2023-02-14
tt0338013,2,4977,2023-02-14
tt0338013,3,6760,2023-02-14
tt0338013,4,11058,2023-02-14
tt0338013,5,22200,2023-02-14
tt0338013,6,51885,2023-02-14
tt0338013,7,137613,2023-02-14
tt0338013,8,265945,2023-02-14
tt0338013,9,267206,2023-02-14
tt0338013,10,236984,2023-02-14
tt0338094,1,1645,2023-02-14
tt0338094,2,2241,2023-02-14
tt0338094,3,4338,2023-02-14
tt0338094,4,7826,2023-02-14
tt0338094,5,12023,2023-02-14
tt0338094,6,10287,2023-02-14
tt0338094,7,5858,2023-02-14
tt0338094,8,2774,2023-02-14
tt0338094,9,993,2023-02-14
tt0338094,10,2726,2023-02-14
tt0338095,1,2030,2023-02-14
tt0338095,2,1213,2023-02-14
tt0338095,3,1774,2023-02-14
tt0338095,4,3111,2023-02-14
tt0338095,5,5844,2023-02-14
tt0338095,6,12143,2023-02-14
tt0338095,7,19836,2023-02-14
tt0338095,8,14755,2023-02-14
tt0338095,9,6618,2023-02-14
tt0338095,10,6399,2023-02-14
tt0338096,1,999,2023-02-14
tt0338096,2,789,2023-02-14
tt0338096,3,1128,2023-02-14
tt0338096,4,2087,2023-02-14
tt0338096,5,3881,2023-02-14
tt0338096,6,5662,2023-02-14
tt0338096,7,4904,2023-02-14
tt0338096,8,3368,2023-02-14
tt0338096,9,1786,2023-02-14
tt0338096,10,4031,2023-02-14
tt0338135,1,403,2023-02-14
tt0338135,2,194,2023-02-14
tt0338135,3,286,2023-02-14
tt0338135,4,523,2023-02-14
tt0338135,5,1190,2023-02-14
tt0338135,6,2738,2023-02-14
tt0338135,7,6373,2023-02-14
tt0338135,8,8722,2023-02-14
tt0338135,9,5318,2023-02-14
tt0338135,10,3772,2023-02-14
tt0338188,1,490,2023-02-14
tt0338188,2,374,2023-02-14
tt0338188,3,707,2023-02-14
tt0338188,4,1495,2023-02-14
tt0338188,5,3804,2023-02-14
tt0338188,6,9385,2023-02-14
tt0338188,7,11409,2023-02-14
tt0338188,8,5681,2023-02-14
tt0338188,9,1719,2023-02-14
tt0338188,10,1793,2023-02-14
tt0338216,1,572,2023-02-14
tt0338216,2,437,2023-02-14
tt0338216,3,848,2023-02-14
tt0338216,4,1600,2023-02-14
tt0338216,5,3778,2023-02-14
tt0338216,6,6111,2023-02-14
tt0338216,7,4282,2023-02-14
tt0338216,8,1630,2023-02-14
tt0338216,9,507,2023-02-14
tt0338216,10,1020,2023-02-14
tt0338309,1,295,2023-02-14
tt0338309,2,146,2023-02-14
tt0338309,3,195,2023-02-14
tt0338309,4,385,2023-02-14
tt0338309,5,1003,2023-02-14
tt0338309,6,2964,2023-02-14
tt0338309,7,8451,2023-02-14
tt0338309,8,13648,2023-02-14
tt0338309,9,7074,2023-02-14
tt0338309,10,5450,2023-02-14
tt0338337,1,1737,2023-02-14
tt0338337,2,1596,2023-02-14
tt0338337,3,2927,2023-02-14
tt0338337,4,6431,2023-02-14
tt0338337,5,14696,2023-02-14
tt0338337,6,29602,2023-02-14
tt0338337,7,30301,2023-02-14
tt0338337,8,14075,2023-02-14
tt0338337,9,4493,2023-02-14
tt0338337,10,4210,2023-02-14
tt0338348,1,3243,2023-02-14
tt0338348,2,2724,2023-02-14
tt0338348,3,4603,2023-02-14
tt0338348,4,9683,2023-02-14
tt0338348,5,22355,2023-02-14
tt0338348,6,47180,2023-02-14
tt0338348,7,58156,2023-02-14
tt0338348,8,34953,2023-02-14
tt0338348,9,15285,2023-02-14
tt0338348,10,21492,2023-02-14
tt0338427,1,719,2023-02-14
tt0338427,2,521,2023-02-14
tt0338427,3,802,2023-02-14
tt0338427,4,1292,2023-02-14
tt0338427,5,2794,2023-02-14
tt0338427,6,5210,2023-02-14
tt0338427,7,5986,2023-02-14
tt0338427,8,3741,2023-02-14
tt0338427,9,1544,2023-02-14
tt0338427,10,1643,2023-02-14
tt0338459,1,5451,2023-02-14
tt0338459,2,5566,2023-02-14
tt0338459,3,8528,2023-02-14
tt0338459,4,12171,2023-02-14
tt0338459,5,11722,2023-02-14
tt0338459,6,7985,2023-02-14
tt0338459,7,4546,2023-02-14
tt0338459,8,2140,2023-02-14
tt0338459,9,846,2023-02-14
tt0338459,10,3067,2023-02-14
tt0338466,1,1873,2023-02-14
tt0338466,2,1317,2023-02-14
tt0338466,3,2329,2023-02-14
tt0338466,4,4890,2023-02-14
tt0338466,5,10229,2023-02-14
tt0338466,6,14659,2023-02-14
tt0338466,7,10843,2023-02-14
tt0338466,8,4349,2023-02-14
tt0338466,9,1329,2023-02-14
tt0338466,10,2060,2023-02-14
tt0338526,1,7059,2023-02-14
tt0338526,2,6546,2023-02-14
tt0338526,3,11147,2023-02-14
tt0338526,4,19380,2023-02-14
tt0338526,5,37883,2023-02-14
tt0338526,6,63613,2023-02-14
tt0338526,7,60183,2023-02-14
tt0338526,8,32140,2023-02-14
tt0338526,9,12581,2023-02-14
tt0338526,10,20453,2023-02-14
tt0338564,1,3143,2023-02-14
tt0338564,2,620,2023-02-14
tt0338564,3,617,2023-02-14
tt0338564,4,934,2023-02-14
tt0338564,5,2436,2023-02-14
tt0338564,6,6217,2023-02-14
tt0338564,7,20928,2023-02-14
tt0338564,8,40463,2023-02-14
tt0338564,9,28876,2023-02-14
tt0338564,10,22200,2023-02-14
tt0338751,1,3016,2023-02-14
tt0338751,2,1652,2023-02-14
tt0338751,3,2671,2023-02-14
tt0338751,4,5415,2023-02-14
tt0338751,5,13935,2023-02-14
tt0338751,6,39227,2023-02-14
tt0338751,7,103797,2023-02-14
tt0338751,8,117397,2023-02-14
tt0338751,9,48090,2023-02-14
tt0338751,10,31479,2023-02-14
tt0338763,1,1384,2023-02-14
tt0338763,2,1479,2023-02-14
tt0338763,3,2411,2023-02-14
tt0338763,4,3552,2023-02-14
tt0338763,5,4330,2023-02-14
tt0338763,6,3425,2023-02-14
tt0338763,7,1874,2023-02-14
tt0338763,8,939,2023-02-14
tt0338763,9,458,2023-02-14
tt0338763,10,916,2023-02-14
tt0339034,1,16156,2023-02-14
tt0339034,2,2259,2023-02-14
tt0339034,3,1401,2023-02-14
tt0339034,4,637,2023-02-14
tt0339034,5,537,2023-02-14
tt0339034,6,402,2023-02-14
tt0339034,7,307,2023-02-14
tt0339034,8,223,2023-02-14
tt0339034,9,225,2023-02-14
tt0339034,10,4427,2023-02-14
tt0339135,1,499,2023-02-14
tt0339135,2,378,2023-02-14
tt0339135,3,668,2023-02-14
tt0339135,4,1216,2023-02-14
tt0339135,5,2614,2023-02-14
tt0339135,6,4916,2023-02-14
tt0339135,7,4339,2023-02-14
tt0339135,8,2442,2023-02-14
tt0339135,9,1021,2023-02-14
tt0339135,10,2438,2023-02-14
tt0339230,1,267,2023-02-14
tt0339230,2,225,2023-02-14
tt0339230,3,341,2023-02-14
tt0339230,4,711,2023-02-14
tt0339230,5,2024,2023-02-14
tt0339230,6,4565,2023-02-14
tt0339230,7,6823,2023-02-14
tt0339230,8,4033,2023-02-14
tt0339230,9,1442,2023-02-14
tt0339230,10,1356,2023-02-14
tt0339291,1,2246,2023-02-14
tt0339291,2,1863,2023-02-14
tt0339291,3,3453,2023-02-14
tt0339291,4,7579,2023-02-14
tt0339291,5,17693,2023-02-14
tt0339291,6,42596,2023-02-14
tt0339291,7,65594,2023-02-14
tt0339291,8,38742,2023-02-14
tt0339291,9,15032,2023-02-14
tt0339291,10,17550,2023-02-14
tt0340163,1,929,2023-02-14
tt0340163,2,740,2023-02-14
tt0340163,3,1500,2023-02-14
tt0340163,4,3870,2023-02-14
tt0340163,5,11133,2023-02-14
tt0340163,6,29693,2023-02-14
tt0340163,7,37427,2023-02-14
tt0340163,8,16405,2023-02-14
tt0340163,9,4791,2023-02-14
tt0340163,10,5063,2023-02-14
tt0340377,1,726,2023-02-14
tt0340377,2,253,2023-02-14
tt0340377,3,384,2023-02-14
tt0340377,4,760,2023-02-14
tt0340377,5,2059,2023-02-14
tt0340377,6,6134,2023-02-14
tt0340377,7,17346,2023-02-14
tt0340377,8,24327,2023-02-14
tt0340377,9,11770,2023-02-14
tt0340377,10,7572,2023-02-14
tt0340855,1,1369,2023-02-14
tt0340855,2,789,2023-02-14
tt0340855,3,1259,2023-02-14
tt0340855,4,2560,2023-02-14
tt0340855,5,7048,2023-02-14
tt0340855,6,19748,2023-02-14
tt0340855,7,49473,2023-02-14
tt0340855,8,42991,2023-02-14
tt0340855,9,16359,2023-02-14
tt0340855,10,12639,2023-02-14
tt0342258,1,805,2023-02-14
tt0342258,2,619,2023-02-14
tt0342258,3,1190,2023-02-14
tt0342258,4,2430,2023-02-14
tt0342258,5,6711,2023-02-14
tt0342258,6,17676,2023-02-14
tt0342258,7,34363,2023-02-14
tt0342258,8,22894,2023-02-14
tt0342258,9,8774,2023-02-14
tt0342258,10,9001,2023-02-14
tt0342492,1,158,2023-02-14
tt0342492,2,92,2023-02-14
tt0342492,3,168,2023-02-14
tt0342492,4,375,2023-02-14
tt0342492,5,918,2023-02-14
tt0342492,6,2926,2023-02-14
tt0342492,7,7180,2023-02-14
tt0342492,8,6754,2023-02-14
tt0342492,9,2592,2023-02-14
tt0342492,10,1752,2023-02-14
tt0342735,1,695,2023-02-14
tt0342735,2,236,2023-02-14
tt0342735,3,350,2023-02-14
tt0342735,4,536,2023-02-14
tt0342735,5,1117,2023-02-14
tt0342735,6,2700,2023-02-14
tt0342735,7,5951,2023-02-14
tt0342735,8,6725,2023-02-14
tt0342735,9,3194,2023-02-14
tt0342735,10,2516,2023-02-14
tt0343135,1,1910,2023-02-14
tt0343135,2,2040,2023-02-14
tt0343135,3,4405,2023-02-14
tt0343135,4,9825,2023-02-14
tt0343135,5,25182,2023-02-14
tt0343135,6,43886,2023-02-14
tt0343135,7,31129,2023-02-14
tt0343135,8,11927,2023-02-14
tt0343135,9,3719,2023-02-14
tt0343135,10,4582,2023-02-14
tt0343660,1,3127,2023-02-14
tt0343660,2,2938,2023-02-14
tt0343660,3,5446,2023-02-14
tt0343660,4,11568,2023-02-14
tt0343660,5,29888,2023-02-14
tt0343660,6,71773,2023-02-14
tt0343660,7,110950,2023-02-14
tt0343660,8,67850,2023-02-14
tt0343660,9,27758,2023-02-14
tt0343660,10,29900,2023-02-14
tt0343737,1,2141,2023-02-14
tt0343737,2,1347,2023-02-14
tt0343737,3,2024,2023-02-14
tt0343737,4,3989,2023-02-14
tt0343737,5,9400,2023-02-14
tt0343737,6,22140,2023-02-14
tt0343737,7,30673,2023-02-14
tt0343737,8,18989,2023-02-14
tt0343737,9,7115,2023-02-14
tt0343737,10,6969,2023-02-14
tt0343818,1,3510,2023-02-14
tt0343818,2,2580,2023-02-14
tt0343818,3,4703,2023-02-14
tt0343818,4,10747,2023-02-14
tt0343818,5,30197,2023-02-14
tt0343818,6,90811,2023-02-14
tt0343818,7,197487,2023-02-14
tt0343818,8,131523,2023-02-14
tt0343818,9,43784,2023-02-14
tt0343818,10,32051,2023-02-14
tt0344510,1,768,2023-02-14
tt0344510,2,305,2023-02-14
tt0344510,3,444,2023-02-14
tt0344510,4,927,2023-02-14
tt0344510,5,2383,2023-02-14
tt0344510,6,6684,2023-02-14
tt0344510,7,16969,2023-02-14
tt0344510,8,23669,2023-02-14
tt0344510,9,12832,2023-02-14
tt0344510,10,9481,2023-02-14
tt0344854,1,1227,2023-02-14
tt0344854,2,846,2023-02-14
tt0344854,3,1460,2023-02-14
tt0344854,4,2745,2023-02-14
tt0344854,5,5977,2023-02-14
tt0344854,6,10350,2023-02-14
tt0344854,7,8055,2023-02-14
tt0344854,8,3831,2023-02-14
tt0344854,9,1412,2023-02-14
tt0344854,10,2543,2023-02-14
tt0345061,1,591,2023-02-14
tt0345061,2,467,2023-02-14
tt0345061,3,732,2023-02-14
tt0345061,4,1415,2023-02-14
tt0345061,5,2715,2023-02-14
tt0345061,6,4839,2023-02-14
tt0345061,7,4819,2023-02-14
tt0345061,8,3029,2023-02-14
tt0345061,9,1147,2023-02-14
tt0345061,10,1018,2023-02-14
tt0345950,1,1518,2023-02-14
tt0345950,2,741,2023-02-14
tt0345950,3,1176,2023-02-14
tt0345950,4,2245,2023-02-14
tt0345950,5,5720,2023-02-14
tt0345950,6,14172,2023-02-14
tt0345950,7,27403,2023-02-14
tt0345950,8,19458,2023-02-14
tt0345950,9,7948,2023-02-14
tt0345950,10,13535,2023-02-14
tt0346094,1,505,2023-02-14
tt0346094,2,167,2023-02-14
tt0346094,3,232,2023-02-14
tt0346094,4,378,2023-02-14
tt0346094,5,770,2023-02-14
tt0346094,6,1797,2023-02-14
tt0346094,7,4643,2023-02-14
tt0346094,8,5981,2023-02-14
tt0346094,9,3236,2023-02-14
tt0346094,10,3656,2023-02-14
tt0346156,1,3128,2023-02-14
tt0346156,2,2044,2023-02-14
tt0346156,3,3363,2023-02-14
tt0346156,4,6443,2023-02-14
tt0346156,5,12172,2023-02-14
tt0346156,6,19830,2023-02-14
tt0346156,7,18954,2023-02-14
tt0346156,8,10670,2023-02-14
tt0346156,9,4365,2023-02-14
tt0346156,10,4682,2023-02-14
tt0346336,1,469,2023-02-14
tt0346336,2,110,2023-02-14
tt0346336,3,95,2023-02-14
tt0346336,4,142,2023-02-14
tt0346336,5,358,2023-02-14
tt0346336,6,747,2023-02-14
tt0346336,7,1958,2023-02-14
tt0346336,8,4748,2023-02-14
tt0346336,9,6112,2023-02-14
tt0346336,10,7648,2023-02-14
tt0346491,1,9701,2023-02-14
tt0346491,2,6155,2023-02-14
tt0346491,3,10172,2023-02-14
tt0346491,4,17508,2023-02-14
tt0346491,5,31457,2023-02-14
tt0346491,6,37694,2023-02-14
tt0346491,7,27532,2023-02-14
tt0346491,8,14458,2023-02-14
tt0346491,9,6233,2023-02-14
tt0346491,10,10842,2023-02-14
tt0346631,1,584,2023-02-14
tt0346631,2,336,2023-02-14
tt0346631,3,580,2023-02-14
tt0346631,4,1244,2023-02-14
tt0346631,5,2876,2023-02-14
tt0346631,6,6827,2023-02-14
tt0346631,7,9946,2023-02-14
tt0346631,8,5542,2023-02-14
tt0346631,9,2319,2023-02-14
tt0346631,10,4078,2023-02-14
tt0347048,1,743,2023-02-14
tt0347048,2,227,2023-02-14
tt0347048,3,290,2023-02-14
tt0347048,4,502,2023-02-14
tt0347048,5,1209,2023-02-14
tt0347048,6,3277,2023-02-14
tt0347048,7,10141,2023-02-14
tt0347048,8,18075,2023-02-14
tt0347048,9,11413,2023-02-14
tt0347048,10,9412,2023-02-14
tt0347149,1,3465,2023-02-14
tt0347149,2,1166,2023-02-14
tt0347149,3,1618,2023-02-14
tt0347149,4,2800,2023-02-14
tt0347149,5,6797,2023-02-14
tt0347149,6,19256,2023-02-14
tt0347149,7,59896,2023-02-14
tt0347149,8,118575,2023-02-14
tt0347149,9,97003,2023-02-14
tt0347149,10,90955,2023-02-14
tt0347246,1,393,2023-02-14
tt0347246,2,219,2023-02-14
tt0347246,3,360,2023-02-14
tt0347246,4,669,2023-02-14
tt0347246,5,1639,2023-02-14
tt0347246,6,4230,2023-02-14
tt0347246,7,9376,2023-02-14
tt0347246,8,11123,2023-02-14
tt0347246,9,5660,2023-02-14
tt0347246,10,5322,2023-02-14
tt0347304,1,2525,2023-02-14
tt0347304,2,428,2023-02-14
tt0347304,3,512,2023-02-14
tt0347304,4,768,2023-02-14
tt0347304,5,1786,2023-02-14
tt0347304,6,3833,2023-02-14
tt0347304,7,8918,2023-02-14
tt0347304,8,14220,2023-02-14
tt0347304,9,11549,2023-02-14
tt0347304,10,26431,2023-02-14
tt0347473,1,1954,2023-02-14
tt0347473,2,443,2023-02-14
tt0347473,3,516,2023-02-14
tt0347473,4,876,2023-02-14
tt0347473,5,2008,2023-02-14
tt0347473,6,4405,2023-02-14
tt0347473,7,8038,2023-02-14
tt0347473,8,6355,2023-02-14
tt0347473,9,3582,2023-02-14
tt0347473,10,8847,2023-02-14
tt0347618,1,441,2023-02-14
tt0347618,2,311,2023-02-14
tt0347618,3,384,2023-02-14
tt0347618,4,935,2023-02-14
tt0347618,5,2813,2023-02-14
tt0347618,6,8855,2023-02-14
tt0347618,7,19512,2023-02-14
tt0347618,8,14507,2023-02-14
tt0347618,9,5434,2023-02-14
tt0347618,10,5294,2023-02-14
tt0348150,1,11372,2023-02-14
tt0348150,2,6908,2023-02-14
tt0348150,3,10416,2023-02-14
tt0348150,4,20014,2023-02-14
tt0348150,5,42302,2023-02-14
tt0348150,6,68882,2023-02-14
tt0348150,7,59170,2023-02-14
tt0348150,8,31127,2023-02-14
tt0348150,9,13742,2023-02-14
tt0348150,10,21618,2023-02-14
tt0348333,1,1828,2023-02-14
tt0348333,2,1280,2023-02-14
tt0348333,3,2052,2023-02-14
tt0348333,4,3615,2023-02-14
tt0348333,5,8147,2023-02-14
tt0348333,6,17629,2023-02-14
tt0348333,7,28396,2023-02-14
tt0348333,8,18585,2023-02-14
tt0348333,9,8101,2023-02-14
tt0348333,10,10342,2023-02-14
tt0348836,1,2351,2023-02-14
tt0348836,2,2666,2023-02-14
tt0348836,3,5262,2023-02-14
tt0348836,4,10361,2023-02-14
tt0348836,5,21408,2023-02-14
tt0348836,6,31096,2023-02-14
tt0348836,7,22924,2023-02-14
tt0348836,8,10683,2023-02-14
tt0348836,9,3564,2023-02-14
tt0348836,10,4508,2023-02-14
tt0349205,1,2188,2023-02-14
tt0349205,2,2084,2023-02-14
tt0349205,3,3993,2023-02-14
tt0349205,4,8359,2023-02-14
tt0349205,5,19234,2023-02-14
tt0349205,6,28723,2023-02-14
tt0349205,7,19732,2023-02-14
tt0349205,8,9451,2023-02-14
tt0349205,9,3318,2023-02-14
tt0349205,10,7064,2023-02-14
tt0349683,1,3713,2023-02-14
tt0349683,2,2510,2023-02-14
tt0349683,3,4661,2023-02-14
tt0349683,4,9963,2023-02-14
tt0349683,5,22164,2023-02-14
tt0349683,6,42541,2023-02-14
tt0349683,7,43116,2023-02-14
tt0349683,8,22884,2023-02-14
tt0349683,9,8445,2023-02-14
tt0349683,10,10360,2023-02-14
tt0349710,1,874,2023-02-14
tt0349710,2,621,2023-02-14
tt0349710,3,1191,2023-02-14
tt0349710,4,2441,2023-02-14
tt0349710,5,6345,2023-02-14
tt0349710,6,14112,2023-02-14
tt0349710,7,16328,2023-02-14
tt0349710,8,8703,2023-02-14
tt0349710,9,3252,2023-02-14
tt0349710,10,4443,2023-02-14
tt0349825,1,561,2023-02-14
tt0349825,2,228,2023-02-14
tt0349825,3,329,2023-02-14
tt0349825,4,681,2023-02-14
tt0349825,5,2220,2023-02-14
tt0349825,6,5973,2023-02-14
tt0349825,7,14618,2023-02-14
tt0349825,8,15620,2023-02-14
tt0349825,9,7396,2023-02-14
tt0349825,10,8183,2023-02-14
tt0349903,1,5044,2023-02-14
tt0349903,2,4191,2023-02-14
tt0349903,3,7662,2023-02-14
tt0349903,4,16313,2023-02-14
tt0349903,5,42784,2023-02-14
tt0349903,6,106437,2023-02-14
tt0349903,7,122217,2023-02-14
tt0349903,8,55530,2023-02-14
tt0349903,9,17960,2023-02-14
tt0349903,10,17805,2023-02-14
tt0350028,1,758,2023-02-14
tt0350028,2,637,2023-02-14
tt0350028,3,1135,2023-02-14
tt0350028,4,2471,2023-02-14
tt0350028,5,6314,2023-02-14
tt0350028,6,10507,2023-02-14
tt0350028,7,7786,2023-02-14
tt0350028,8,3996,2023-02-14
tt0350028,9,1492,2023-02-14
tt0350028,10,2333,2023-02-14
tt0350258,1,1282,2023-02-14
tt0350258,2,472,2023-02-14
tt0350258,3,643,2023-02-14
tt0350258,4,1321,2023-02-14
tt0350258,5,3704,2023-02-14
tt0350258,6,11299,2023-02-14
tt0350258,7,36663,2023-02-14
