tconst,stars,n,date
tt0037008,8,15369,2023-02-14
tt0037008,9,9341,2023-02-14
tt0037008,10,8628,2023-02-14
tt0037017,1,171,2023-02-14
tt0037017,2,94,2023-02-14
tt0037017,3,150,2023-02-14
tt0037017,4,309,2023-02-14
tt0037017,5,887,2023-02-14
tt0037017,6,2695,2023-02-14
tt0037017,7,7556,2023-02-14
tt0037017,8,10223,2023-02-14
tt0037017,9,4043,2023-02-14
tt0037017,10,3595,2023-02-14
tt0037059,1,247,2023-02-14
tt0037059,2,149,2023-02-14
tt0037059,3,269,2023-02-14
tt0037059,4,593,2023-02-14
tt0037059,5,1299,2023-02-14
tt0037059,6,2679,2023-02-14
tt0037059,7,5530,2023-02-14
tt0037059,8,6159,2023-02-14
tt0037059,9,3407,2023-02-14
tt0037059,10,5201,2023-02-14
tt0037382,1,316,2023-02-14
tt0037382,2,114,2023-02-14
tt0037382,3,174,2023-02-14
tt0037382,4,356,2023-02-14
tt0037382,5,885,2023-02-14
tt0037382,6,2723,2023-02-14
tt0037382,7,7302,2023-02-14
tt0037382,8,11615,2023-02-14
tt0037382,9,6409,2023-02-14
tt0037382,10,5852,2023-02-14
tt0037558,1,862,2023-02-14
tt0037558,2,237,2023-02-14
tt0037558,3,371,2023-02-14
tt0037558,4,540,2023-02-14
tt0037558,5,1183,2023-02-14
tt0037558,6,2701,2023-02-14
tt0037558,7,6612,2023-02-14
tt0037558,8,11463,2023-02-14
tt0037558,9,8417,2023-02-14
tt0037558,10,8717,2023-02-14
tt0037674,1,976,2023-02-14
tt0037674,2,173,2023-02-14
tt0037674,3,185,2023-02-14
tt0037674,4,295,2023-02-14
tt0037674,5,601,2023-02-14
tt0037674,6,1001,2023-02-14
tt0037674,7,2112,2023-02-14
tt0037674,8,4086,2023-02-14
tt0037674,9,4033,2023-02-14
tt0037674,10,6834,2023-02-14
tt0037884,1,924,2023-02-14
tt0037884,2,265,2023-02-14
tt0037884,3,262,2023-02-14
tt0037884,4,482,2023-02-14
tt0037884,5,1081,2023-02-14
tt0037884,6,2643,2023-02-14
tt0037884,7,7223,2023-02-14
tt0037884,8,12085,2023-02-14
tt0037884,9,7080,2023-02-14
tt0037884,10,5962,2023-02-14
tt0037913,1,387,2023-02-14
tt0037913,2,106,2023-02-14
tt0037913,3,111,2023-02-14
tt0037913,4,208,2023-02-14
tt0037913,5,627,2023-02-14
tt0037913,6,1636,2023-02-14
tt0037913,7,4734,2023-02-14
tt0037913,8,9351,2023-02-14
tt0037913,9,4894,2023-02-14
tt0037913,10,4592,2023-02-14
tt0038109,1,267,2023-02-14
tt0038109,2,199,2023-02-14
tt0038109,3,326,2023-02-14
tt0038109,4,620,2023-02-14
tt0038109,5,1983,2023-02-14
tt0038109,6,5319,2023-02-14
tt0038109,7,13464,2023-02-14
tt0038109,8,16287,2023-02-14
tt0038109,9,6386,2023-02-14
tt0038109,10,4757,2023-02-14
tt0038348,1,1061,2023-02-14
tt0038348,2,239,2023-02-14
tt0038348,3,265,2023-02-14
tt0038348,4,393,2023-02-14
tt0038348,5,932,2023-02-14
tt0038348,6,2080,2023-02-14
tt0038348,7,4479,2023-02-14
tt0038348,8,6857,2023-02-14
tt0038348,9,4986,2023-02-14
tt0038348,10,5659,2023-02-14
tt0038355,1,1435,2023-02-14
tt0038355,2,469,2023-02-14
tt0038355,3,628,2023-02-14
tt0038355,4,1057,2023-02-14
tt0038355,5,2882,2023-02-14
tt0038355,6,6557,2023-02-14
tt0038355,7,15703,2023-02-14
tt0038355,8,25872,2023-02-14
tt0038355,9,17094,2023-02-14
tt0038355,10,15338,2023-02-14
tt0038559,1,198,2023-02-14
tt0038559,2,129,2023-02-14
tt0038559,3,206,2023-02-14
tt0038559,4,444,2023-02-14
tt0038559,5,1317,2023-02-14
tt0038559,6,3391,2023-02-14
tt0038559,7,7896,2023-02-14
tt0038559,8,10344,2023-02-14
tt0038559,9,4887,2023-02-14
tt0038559,10,4264,2023-02-14
tt0038574,1,701,2023-02-14
tt0038574,2,137,2023-02-14
tt0038574,3,215,2023-02-14
tt0038574,4,326,2023-02-14
tt0038574,5,806,2023-02-14
tt0038574,6,1934,2023-02-14
tt0038574,7,4849,2023-02-14
tt0038574,8,7258,2023-02-14
tt0038574,9,4377,2023-02-14
tt0038574,10,4468,2023-02-14
tt0038650,1,6758,2023-02-14
tt0038650,2,2237,2023-02-14
tt0038650,3,2738,2023-02-14
tt0038650,4,4424,2023-02-14
tt0038650,5,9344,2023-02-14
tt0038650,6,19247,2023-02-14
tt0038650,7,50812,2023-02-14
tt0038650,8,99009,2023-02-14
tt0038650,9,115322,2023-02-14
tt0038650,10,156566,2023-02-14
tt0038669,1,337,2023-02-14
tt0038669,2,64,2023-02-14
tt0038669,3,86,2023-02-14
tt0038669,4,244,2023-02-14
tt0038669,5,543,2023-02-14
tt0038669,6,1717,2023-02-14
tt0038669,7,4914,2023-02-14
tt0038669,8,8154,2023-02-14
tt0038669,9,3517,2023-02-14
tt0038669,10,2494,2023-02-14
tt0038733,1,513,2023-02-14
tt0038733,2,122,2023-02-14
tt0038733,3,166,2023-02-14
tt0038733,4,272,2023-02-14
tt0038733,5,657,2023-02-14
tt0038733,6,1576,2023-02-14
tt0038733,7,3757,2023-02-14
tt0038733,8,6057,2023-02-14
tt0038733,9,4668,2023-02-14
tt0038733,10,5079,2023-02-14
tt0038762,1,734,2023-02-14
tt0038762,2,106,2023-02-14
tt0038762,3,158,2023-02-14
tt0038762,4,360,2023-02-14
tt0038762,5,874,2023-02-14
tt0038762,6,2205,2023-02-14
tt0038762,7,5247,2023-02-14
tt0038762,8,6942,2023-02-14
tt0038762,9,4049,2023-02-14
tt0038762,10,3634,2023-02-14
tt0038787,1,1647,2023-02-14
tt0038787,2,456,2023-02-14
tt0038787,3,645,2023-02-14
tt0038787,4,1119,2023-02-14
tt0038787,5,3058,2023-02-14
tt0038787,6,7193,2023-02-14
tt0038787,7,19611,2023-02-14
tt0038787,8,31269,2023-02-14
tt0038787,9,19881,2023-02-14
tt0038787,10,17750,2023-02-14
tt0038854,1,154,2023-02-14
tt0038854,2,83,2023-02-14
tt0038854,3,169,2023-02-14
tt0038854,4,313,2023-02-14
tt0038854,5,876,2023-02-14
tt0038854,6,2483,2023-02-14
tt0038854,7,6030,2023-02-14
tt0038854,8,6890,2023-02-14
tt0038854,9,2618,2023-02-14
tt0038854,10,1974,2023-02-14
tt0038890,1,266,2023-02-14
tt0038890,2,144,2023-02-14
tt0038890,3,147,2023-02-14
tt0038890,4,239,2023-02-14
tt0038890,5,671,2023-02-14
tt0038890,6,1838,2023-02-14
tt0038890,7,4652,2023-02-14
tt0038890,8,8835,2023-02-14
tt0038890,9,5704,2023-02-14
tt0038890,10,4738,2023-02-14
tt0038991,1,142,2023-02-14
tt0038991,2,73,2023-02-14
tt0038991,3,161,2023-02-14
tt0038991,4,371,2023-02-14
tt0038991,5,1191,2023-02-14
tt0038991,6,3314,2023-02-14
tt0038991,7,8913,2023-02-14
tt0038991,8,8530,2023-02-14
tt0038991,9,2628,2023-02-14
tt0038991,10,1798,2023-02-14
tt0039192,1,236,2023-02-14
tt0039192,2,146,2023-02-14
tt0039192,3,199,2023-02-14
tt0039192,4,439,2023-02-14
tt0039192,5,989,2023-02-14
tt0039192,6,2331,2023-02-14
tt0039192,7,4947,2023-02-14
tt0039192,8,7366,2023-02-14
tt0039192,9,4278,2023-02-14
tt0039192,10,4744,2023-02-14
tt0039302,1,89,2023-02-14
tt0039302,2,70,2023-02-14
tt0039302,3,92,2023-02-14
tt0039302,4,236,2023-02-14
tt0039302,5,681,2023-02-14
tt0039302,6,2202,2023-02-14
tt0039302,7,5788,2023-02-14
tt0039302,8,6944,2023-02-14
tt0039302,9,2437,2023-02-14
tt0039302,10,1987,2023-02-14
tt0039628,1,633,2023-02-14
tt0039628,2,254,2023-02-14
tt0039628,3,367,2023-02-14
tt0039628,4,532,2023-02-14
tt0039628,5,1866,2023-02-14
tt0039628,6,4131,2023-02-14
tt0039628,7,9916,2023-02-14
tt0039628,8,15046,2023-02-14
tt0039628,9,8181,2023-02-14
tt0039628,10,9964,2023-02-14
tt0039689,1,967,2023-02-14
tt0039689,2,296,2023-02-14
tt0039689,3,207,2023-02-14
tt0039689,4,416,2023-02-14
tt0039689,5,991,2023-02-14
tt0039689,6,2468,2023-02-14
tt0039689,7,6758,2023-02-14
tt0039689,8,11800,2023-02-14
tt0039689,9,7597,2023-02-14
tt0039689,10,6833,2023-02-14
tt0040506,1,232,2023-02-14
tt0040506,2,99,2023-02-14
tt0040506,3,147,2023-02-14
tt0040506,4,344,2023-02-14
tt0040506,5,1037,2023-02-14
tt0040506,6,3231,2023-02-14
tt0040506,7,9231,2023-02-14
tt0040506,8,14587,2023-02-14
tt0040506,9,6959,2023-02-14
tt0040506,10,5973,2023-02-14
tt0040522,1,2711,2023-02-14
tt0040522,2,978,2023-02-14
tt0040522,3,1150,2023-02-14
tt0040522,4,2039,2023-02-14
tt0040522,5,4446,2023-02-14
tt0040522,6,8668,2023-02-14
tt0040522,7,23650,2023-02-14
tt0040522,8,45366,2023-02-14
tt0040522,9,40042,2023-02-14
tt0040522,10,36248,2023-02-14
tt0040525,1,231,2023-02-14
tt0040525,2,135,2023-02-14
tt0040525,3,238,2023-02-14
tt0040525,4,498,2023-02-14
tt0040525,5,1243,2023-02-14
tt0040525,6,3237,2023-02-14
tt0040525,7,8035,2023-02-14
tt0040525,8,10012,2023-02-14
tt0040525,9,4485,2023-02-14
tt0040525,10,3129,2023-02-14
tt0040724,1,1138,2023-02-14
tt0040724,2,200,2023-02-14
tt0040724,3,202,2023-02-14
tt0040724,4,429,2023-02-14
tt0040724,5,1006,2023-02-14
tt0040724,6,2502,2023-02-14
tt0040724,7,6424,2023-02-14
tt0040724,8,9788,2023-02-14
tt0040724,9,5281,2023-02-14
tt0040724,10,5109,2023-02-14
tt0040725,1,530,2023-02-14
tt0040725,2,239,2023-02-14
tt0040725,3,349,2023-02-14
tt0040725,4,543,2023-02-14
tt0040725,5,1386,2023-02-14
tt0040725,6,2426,2023-02-14
tt0040725,7,5285,2023-02-14
tt0040725,8,9160,2023-02-14
tt0040725,9,7341,2023-02-14
tt0040725,10,8939,2023-02-14
tt0040746,1,1485,2023-02-14
tt0040746,2,510,2023-02-14
tt0040746,3,658,2023-02-14
tt0040746,4,1204,2023-02-14
tt0040746,5,3141,2023-02-14
tt0040746,6,9431,2023-02-14
tt0040746,7,28749,2023-02-14
tt0040746,8,50733,2023-02-14
tt0040746,9,29960,2023-02-14
tt0040746,10,20128,2023-02-14
tt0040897,1,2146,2023-02-14
tt0040897,2,727,2023-02-14
tt0040897,3,874,2023-02-14
tt0040897,4,1662,2023-02-14
tt0040897,5,3237,2023-02-14
tt0040897,6,7086,2023-02-14
tt0040897,7,19985,2023-02-14
tt0040897,8,37337,2023-02-14
tt0040897,9,28869,2023-02-14
tt0040897,10,24246,2023-02-14
tt0041090,1,216,2023-02-14
tt0041090,2,120,2023-02-14
tt0041090,3,180,2023-02-14
tt0041090,4,367,2023-02-14
tt0041090,5,938,2023-02-14
tt0041090,6,2257,2023-02-14
tt0041090,7,5665,2023-02-14
tt0041090,8,6764,2023-02-14
tt0041090,9,2990,2023-02-14
tt0041090,10,2249,2023-02-14
tt0041546,1,1150,2023-02-14
tt0041546,2,263,2023-02-14
tt0041546,3,260,2023-02-14
tt0041546,4,447,2023-02-14
tt0041546,5,967,2023-02-14
tt0041546,6,2329,2023-02-14
tt0041546,7,5971,2023-02-14
tt0041546,8,11190,2023-02-14
tt0041546,9,7990,2023-02-14
tt0041546,10,7470,2023-02-14
tt0041959,1,2633,2023-02-14
tt0041959,2,905,2023-02-14
tt0041959,3,1371,2023-02-14
tt0041959,4,2369,2023-02-14
tt0041959,5,4941,2023-02-14
tt0041959,6,11106,2023-02-14
tt0041959,7,28099,2023-02-14
tt0041959,8,46362,2023-02-14
tt0041959,9,37772,2023-02-14
tt0041959,10,37791,2023-02-14
tt0042041,1,935,2023-02-14
tt0042041,2,283,2023-02-14
tt0042041,3,126,2023-02-14
tt0042041,4,251,2023-02-14
tt0042041,5,712,2023-02-14
tt0042041,6,1897,2023-02-14
tt0042041,7,5600,2023-02-14
tt0042041,8,10715,2023-02-14
tt0042041,9,7299,2023-02-14
tt0042041,10,5932,2023-02-14
tt0042192,1,2592,2023-02-14
tt0042192,2,786,2023-02-14
tt0042192,3,1089,2023-02-14
tt0042192,4,1946,2023-02-14
tt0042192,5,3839,2023-02-14
tt0042192,6,7268,2023-02-14
tt0042192,7,19597,2023-02-14
tt0042192,8,35852,2023-02-14
tt0042192,9,29182,2023-02-14
tt0042192,10,30331,2023-02-14
tt0042208,1,177,2023-02-14
tt0042208,2,92,2023-02-14
tt0042208,3,140,2023-02-14
tt0042208,4,266,2023-02-14
tt0042208,5,743,2023-02-14
tt0042208,6,2146,2023-02-14
tt0042208,7,6196,2023-02-14
tt0042208,8,9737,2023-02-14
tt0042208,9,4818,2023-02-14
tt0042208,10,3714,2023-02-14
tt0042332,1,867,2023-02-14
tt0042332,2,645,2023-02-14
tt0042332,3,1235,2023-02-14
tt0042332,4,2895,2023-02-14
tt0042332,5,8859,2023-02-14
tt0042332,6,24844,2023-02-14
tt0042332,7,52740,2023-02-14
tt0042332,8,37473,2023-02-14
tt0042332,9,14400,2023-02-14
tt0042332,10,19772,2023-02-14
tt0042546,1,1074,2023-02-14
tt0042546,2,308,2023-02-14
tt0042546,3,420,2023-02-14
tt0042546,4,704,2023-02-14
tt0042546,5,1667,2023-02-14
tt0042546,6,3886,2023-02-14
tt0042546,7,9789,2023-02-14
tt0042546,8,15762,2023-02-14
tt0042546,9,10970,2023-02-14
tt0042546,10,11740,2023-02-14
tt0042593,1,227,2023-02-14
tt0042593,2,114,2023-02-14
tt0042593,3,141,2023-02-14
tt0042593,4,287,2023-02-14
tt0042593,5,825,2023-02-14
tt0042593,6,2225,2023-02-14
tt0042593,7,6566,2023-02-14
tt0042593,8,11346,2023-02-14
tt0042593,9,6222,2023-02-14
tt0042593,10,4577,2023-02-14
tt0042804,1,864,2023-02-14
tt0042804,2,136,2023-02-14
tt0042804,3,91,2023-02-14
tt0042804,4,151,2023-02-14
tt0042804,5,346,2023-02-14
tt0042804,6,974,2023-02-14
tt0042804,7,2838,2023-02-14
tt0042804,8,5807,2023-02-14
tt0042804,9,4979,2023-02-14
tt0042804,10,4702,2023-02-14
tt0042876,1,3679,2023-02-14
tt0042876,2,1138,2023-02-14
tt0042876,3,1300,2023-02-14
tt0042876,4,2399,2023-02-14
tt0042876,5,4734,2023-02-14
tt0042876,6,9448,2023-02-14
tt0042876,7,25512,2023-02-14
tt0042876,8,45357,2023-02-14
tt0042876,9,39985,2023-02-14
tt0042876,10,36877,2023-02-14
tt0043014,1,3744,2023-02-14
tt0043014,2,1132,2023-02-14
tt0043014,3,1389,2023-02-14
tt0043014,4,2584,2023-02-14
tt0043014,5,5259,2023-02-14
tt0043014,6,11175,2023-02-14
tt0043014,7,29962,2023-02-14
tt0043014,8,58283,2023-02-14
tt0043014,9,55140,2023-02-14
tt0043014,10,55399,2023-02-14
tt0043137,1,161,2023-02-14
tt0043137,2,103,2023-02-14
tt0043137,3,152,2023-02-14
tt0043137,4,245,2023-02-14
tt0043137,5,874,2023-02-14
tt0043137,6,2122,2023-02-14
tt0043137,7,5222,2023-02-14
tt0043137,8,6838,2023-02-14
tt0043137,9,2736,2023-02-14
tt0043137,10,1944,2023-02-14
tt0043265,1,1012,2023-02-14
tt0043265,2,402,2023-02-14
tt0043265,3,659,2023-02-14
tt0043265,4,1144,2023-02-14
tt0043265,5,3064,2023-02-14
tt0043265,6,6978,2023-02-14
tt0043265,7,16188,2023-02-14
tt0043265,8,23508,2023-02-14
tt0043265,9,13908,2023-02-14
tt0043265,10,13283,2023-02-14
tt0043274,1,889,2023-02-14
tt0043274,2,710,2023-02-14
tt0043274,3,1293,2023-02-14
tt0043274,4,2718,2023-02-14
tt0043274,5,7543,2023-02-14
tt0043274,6,19367,2023-02-14
tt0043274,7,42484,2023-02-14
tt0043274,8,36500,2023-02-14
tt0043274,9,15081,2023-02-14
tt0043274,10,18252,2023-02-14
tt0043278,1,429,2023-02-14
tt0043278,2,319,2023-02-14
tt0043278,3,443,2023-02-14
tt0043278,4,936,2023-02-14
tt0043278,5,2191,2023-02-14
tt0043278,6,5077,2023-02-14
tt0043278,7,9675,2023-02-14
tt0043278,8,7979,2023-02-14
tt0043278,9,3952,2023-02-14
tt0043278,10,3630,2023-02-14
tt0043338,1,839,2023-02-14
tt0043338,2,261,2023-02-14
tt0043338,3,161,2023-02-14
tt0043338,4,266,2023-02-14
tt0043338,5,729,2023-02-14
tt0043338,6,2070,2023-02-14
tt0043338,7,6339,2023-02-14
tt0043338,8,12173,2023-02-14
tt0043338,9,8180,2023-02-14
tt0043338,10,5825,2023-02-14
tt0043456,1,1310,2023-02-14
tt0043456,2,472,2023-02-14
tt0043456,3,619,2023-02-14
tt0043456,4,1077,2023-02-14
tt0043456,5,3049,2023-02-14
tt0043456,6,7313,2023-02-14
tt0043456,7,17125,2023-02-14
tt0043456,8,24350,2023-02-14
tt0043456,9,13800,2023-02-14
tt0043456,10,13869,2023-02-14
tt0043924,1,215,2023-02-14
tt0043924,2,118,2023-02-14
tt0043924,3,146,2023-02-14
tt0043924,4,260,2023-02-14
tt0043924,5,820,2023-02-14
tt0043924,6,2030,2023-02-14
tt0043924,7,5195,2023-02-14
tt0043924,8,7322,2023-02-14
tt0043924,9,3597,2023-02-14
tt0043924,10,3562,2023-02-14
tt0044008,1,415,2023-02-14
tt0044008,2,131,2023-02-14
tt0044008,3,143,2023-02-14
tt0044008,4,279,2023-02-14
tt0044008,5,761,2023-02-14
tt0044008,6,1510,2023-02-14
tt0044008,7,3510,2023-02-14
tt0044008,8,5843,2023-02-14
tt0044008,9,4286,2023-02-14
tt0044008,10,7266,2023-02-14
tt0044079,1,1529,2023-02-14
tt0044079,2,453,2023-02-14
tt0044079,3,645,2023-02-14
tt0044079,4,1093,2023-02-14
tt0044079,5,3196,2023-02-14
tt0044079,6,9073,2023-02-14
tt0044079,7,26792,2023-02-14
tt0044079,8,46907,2023-02-14
tt0044079,9,27468,2023-02-14
tt0044079,10,18416,2023-02-14
tt0044081,1,1629,2023-02-14
tt0044081,2,638,2023-02-14
tt0044081,3,912,2023-02-14
tt0044081,4,1596,2023-02-14
tt0044081,5,3487,2023-02-14
tt0044081,6,7944,2023-02-14
tt0044081,7,19052,2023-02-14
tt0044081,8,32305,2023-02-14
tt0044081,9,21736,2023-02-14
tt0044081,10,20522,2023-02-14
tt0044121,1,270,2023-02-14
tt0044121,2,229,2023-02-14
tt0044121,3,355,2023-02-14
tt0044121,4,723,2023-02-14
tt0044121,5,2298,2023-02-14
tt0044121,6,4786,2023-02-14
tt0044121,7,8681,2023-02-14
tt0044121,8,6979,2023-02-14
tt0044121,9,3010,2023-02-14
tt0044121,10,3524,2023-02-14
tt0044706,1,1606,2023-02-14
tt0044706,2,563,2023-02-14
tt0044706,3,682,2023-02-14
tt0044706,4,1308,2023-02-14
tt0044706,5,3100,2023-02-14
tt0044706,6,7623,2023-02-14
tt0044706,7,19278,2023-02-14
tt0044706,8,31796,2023-02-14
tt0044706,9,21129,2023-02-14
tt0044706,10,18722,2023-02-14
tt0044741,1,2976,2023-02-14
tt0044741,2,859,2023-02-14
tt0044741,3,663,2023-02-14
tt0044741,4,1053,2023-02-14
tt0044741,5,2093,2023-02-14
tt0044741,6,3731,2023-02-14
tt0044741,7,10109,2023-02-14
tt0044741,8,19876,2023-02-14
tt0044741,9,18001,2023-02-14
tt0044741,10,20510,2023-02-14
tt0044837,1,158,2023-02-14
tt0044837,2,101,2023-02-14
tt0044837,3,126,2023-02-14
tt0044837,4,247,2023-02-14
tt0044837,5,515,2023-02-14
tt0044837,6,1406,2023-02-14
tt0044837,7,3644,2023-02-14
tt0044837,8,6398,2023-02-14
tt0044837,9,4089,2023-02-14
tt0044837,10,4273,2023-02-14
tt0045061,1,682,2023-02-14
tt0045061,2,372,2023-02-14
tt0045061,3,429,2023-02-14
tt0045061,4,765,2023-02-14
tt0045061,5,1602,2023-02-14
tt0045061,6,3319,2023-02-14
tt0045061,7,6571,2023-02-14
tt0045061,8,9082,2023-02-14
tt0045061,9,6164,2023-02-14
tt0045061,10,10721,2023-02-14
tt0045152,1,3483,2023-02-14
tt0045152,2,1131,2023-02-14
tt0045152,3,1556,2023-02-14
tt0045152,4,2939,2023-02-14
tt0045152,5,6125,2023-02-14
tt0045152,6,13683,2023-02-14
tt0045152,7,35555,2023-02-14
tt0045152,8,64083,2023-02-14
tt0045152,9,55314,2023-02-14
tt0045152,10,61618,2023-02-14
tt0045274,1,947,2023-02-14
tt0045274,2,191,2023-02-14
tt0045274,3,219,2023-02-14
tt0045274,4,309,2023-02-14
tt0045274,5,671,2023-02-14
tt0045274,6,1506,2023-02-14
tt0045274,7,3634,2023-02-14
tt0045274,8,7380,2023-02-14
tt0045274,9,5846,2023-02-14
tt0045274,10,5771,2023-02-14
tt0045555,1,157,2023-02-14
tt0045555,2,53,2023-02-14
tt0045555,3,85,2023-02-14
tt0045555,4,221,2023-02-14
tt0045555,5,562,2023-02-14
tt0045555,6,1819,2023-02-14
tt0045555,7,5728,2023-02-14
tt0045555,8,10163,2023-02-14
tt0045555,9,5116,2023-02-14
tt0045555,10,3445,2023-02-14
tt0045793,1,594,2023-02-14
tt0045793,2,244,2023-02-14
tt0045793,3,350,2023-02-14
tt0045793,4,646,2023-02-14
tt0045793,5,1711,2023-02-14
tt0045793,6,4444,2023-02-14
tt0045793,7,11454,2023-02-14
tt0045793,8,15055,2023-02-14
tt0045793,9,7257,2023-02-14
tt0045793,10,6281,2023-02-14
tt0045810,1,247,2023-02-14
tt0045810,2,171,2023-02-14
tt0045810,3,361,2023-02-14
tt0045810,4,764,2023-02-14
tt0045810,5,2382,2023-02-14
tt0045810,6,5976,2023-02-14
tt0045810,7,12602,2023-02-14
tt0045810,8,9338,2023-02-14
tt0045810,9,3470,2023-02-14
tt0045810,10,4320,2023-02-14
tt0045891,1,165,2023-02-14
tt0045891,2,147,2023-02-14
tt0045891,3,270,2023-02-14
tt0045891,4,583,2023-02-14
tt0045891,5,1569,2023-02-14
tt0045891,6,4494,2023-02-14
tt0045891,7,7897,2023-02-14
tt0045891,8,4347,2023-02-14
tt0045891,9,1629,2023-02-14
tt0045891,10,2173,2023-02-14
tt0045897,1,109,2023-02-14
tt0045897,2,66,2023-02-14
tt0045897,3,137,2023-02-14
tt0045897,4,296,2023-02-14
tt0045897,5,961,2023-02-14
tt0045897,6,3149,2023-02-14
tt0045897,7,7484,2023-02-14
tt0045897,8,5962,2023-02-14
tt0045897,9,1976,2023-02-14
tt0045897,10,1605,2023-02-14
tt0046183,1,726,2023-02-14
tt0046183,2,510,2023-02-14
tt0046183,3,1016,2023-02-14
tt0046183,4,2243,2023-02-14
tt0046183,5,7155,2023-02-14
tt0046183,6,20452,2023-02-14
tt0046183,7,48625,2023-02-14
tt0046183,8,35426,2023-02-14
tt0046183,9,12418,2023-02-14
tt0046183,10,14660,2023-02-14
tt0046250,1,2058,2023-02-14
tt0046250,2,465,2023-02-14
tt0046250,3,662,2023-02-14
tt0046250,4,1119,2023-02-14
tt0046250,5,3098,2023-02-14
tt0046250,6,8290,2023-02-14
tt0046250,7,24978,2023-02-14
tt0046250,8,44840,2023-02-14
tt0046250,9,29161,2023-02-14
tt0046250,10,26081,2023-02-14
tt0046268,1,2623,2023-02-14
tt0046268,2,544,2023-02-14
tt0046268,3,543,2023-02-14
tt0046268,4,754,2023-02-14
tt0046268,5,1750,2023-02-14
tt0046268,6,3316,2023-02-14
tt0046268,7,9633,2023-02-14
tt0046268,8,18187,2023-02-14
tt0046268,9,13745,2023-02-14
tt0046268,10,11249,2023-02-14
tt0046303,1,537,2023-02-14
tt0046303,2,319,2023-02-14
tt0046303,3,414,2023-02-14
tt0046303,4,749,2023-02-14
tt0046303,5,1769,2023-02-14
tt0046303,6,4129,2023-02-14
tt0046303,7,9197,2023-02-14
tt0046303,8,11375,2023-02-14
tt0046303,9,6232,2023-02-14
tt0046303,10,7064,2023-02-14
tt0046359,1,1350,2023-02-14
tt0046359,2,308,2023-02-14
tt0046359,3,410,2023-02-14
tt0046359,4,613,2023-02-14
tt0046359,5,1750,2023-02-14
tt0046359,6,3689,2023-02-14
tt0046359,7,9764,2023-02-14
tt0046359,8,17190,2023-02-14
tt0046359,9,11541,2023-02-14
tt0046359,10,9983,2023-02-14
tt0046438,1,1962,2023-02-14
tt0046438,2,570,2023-02-14
tt0046438,3,658,2023-02-14
tt0046438,4,941,2023-02-14
tt0046438,5,1969,2023-02-14
tt0046438,6,3674,2023-02-14
tt0046438,7,9225,2023-02-14
tt0046438,8,16473,2023-02-14
tt0046438,9,12139,2023-02-14
tt0046438,10,15303,2023-02-14
tt0046478,1,687,2023-02-14
tt0046478,2,150,2023-02-14
tt0046478,3,152,2023-02-14
tt0046478,4,196,2023-02-14
tt0046478,5,537,2023-02-14
tt0046478,6,1420,2023-02-14
tt0046478,7,3605,2023-02-14
tt0046478,8,6696,2023-02-14
tt0046478,9,5367,2023-02-14
tt0046478,10,5366,2023-02-14
tt0046534,1,381,2023-02-14
tt0046534,2,192,2023-02-14
tt0046534,3,450,2023-02-14
tt0046534,4,931,2023-02-14
tt0046534,5,2380,2023-02-14
tt0046534,6,5721,2023-02-14
tt0046534,7,11109,2023-02-14
tt0046534,8,8432,2023-02-14
tt0046534,9,3389,2023-02-14
tt0046534,10,3655,2023-02-14
tt0046672,1,222,2023-02-14
tt0046672,2,156,2023-02-14
tt0046672,3,276,2023-02-14
tt0046672,4,576,2023-02-14
tt0046672,5,1900,2023-02-14
tt0046672,6,5321,2023-02-14
tt0046672,7,12039,2023-02-14
tt0046672,8,8517,2023-02-14
tt0046672,9,2929,2023-02-14
tt0046672,10,2891,2023-02-14
tt0046816,1,270,2023-02-14
tt0046816,2,139,2023-02-14
tt0046816,3,178,2023-02-14
tt0046816,4,287,2023-02-14
tt0046816,5,1134,2023-02-14
tt0046816,6,2600,2023-02-14
tt0046816,7,5960,2023-02-14
tt0046816,8,9158,2023-02-14
tt0046816,9,4613,2023-02-14
tt0046816,10,3990,2023-02-14
tt0046876,1,218,2023-02-14
tt0046876,2,185,2023-02-14
tt0046876,3,365,2023-02-14
tt0046876,4,831,2023-02-14
tt0046876,5,2433,2023-02-14
tt0046876,6,5833,2023-02-14
tt0046876,7,10225,2023-02-14
tt0046876,8,6339,2023-02-14
tt0046876,9,2288,2023-02-14
tt0046876,10,2984,2023-02-14
tt0046911,1,1791,2023-02-14
tt0046911,2,409,2023-02-14
tt0046911,3,504,2023-02-14
tt0046911,4,735,2023-02-14
tt0046911,5,1758,2023-02-14
tt0046911,6,3654,2023-02-14
tt0046911,7,11422,2023-02-14
tt0046911,8,21887,2023-02-14
tt0046911,9,14444,2023-02-14
tt0046911,10,10165,2023-02-14
tt0046912,1,1597,2023-02-14
tt0046912,2,611,2023-02-14
tt0046912,3,741,2023-02-14
tt0046912,4,1134,2023-02-14
tt0046912,5,2893,2023-02-14
tt0046912,6,7865,2023-02-14
tt0046912,7,29580,2023-02-14
tt0046912,8,66406,2023-02-14
tt0046912,9,42749,2023-02-14
tt0046912,10,24507,2023-02-14
tt0047034,1,351,2023-02-14
tt0047034,2,163,2023-02-14
tt0047034,3,277,2023-02-14
tt0047034,4,558,2023-02-14
tt0047034,5,1504,2023-02-14
tt0047034,6,3659,2023-02-14
tt0047034,7,8415,2023-02-14
tt0047034,8,9540,2023-02-14
tt0047034,9,4432,2023-02-14
